"filename", "language", "JSON", "Markdown", "JavaScript", "XML", "CSS", "HTML", "comment", "blank", "total"
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\modulepermissions\AssignUserModules.js", "JavaScript", 0, 0, 22, 0, 0, 0, 1, 5, 28
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\modulepermissions\CheckModuleAccess.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 5, 14
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\modulepermissions\GrantPermissions.js", "JavaScript", 0, 0, 22, 0, 0, 0, 0, 5, 27
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\modulepermissions\ListUserPermissions.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\modulepermissions\LoadModulestoDB.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 5, 21
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\modulepermissions\ModulePermissions.js", "JavaScript", 0, 0, 51, 0, 0, 0, 1, 8, 60
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\modulepermissions\PermissionsContext.js", "JavaScript", 0, 0, 8, 0, 0, 0, 1, 4, 13
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\modulepermissions\UseAccessControl.js", "JavaScript", 0, 0, 14, 0, 0, 0, 1, 5, 20
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\modulepermissions\forms\AssignUserModulesForm.js", "JavaScript", 0, 0, 227, 0, 0, 0, 8, 30, 265
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\modulepermissions\forms\GrantPermissionsForm.js", "JavaScript", 0, 0, 251, 0, 0, 0, 11, 33, 295
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\modulepermissions\forms\ListUserPermissionsForm.js", "JavaScript", 0, 0, 90, 0, 0, 0, 4, 12, 106
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\modulepermissions\forms\LoadModulestoDBForm.js", "JavaScript", 0, 0, 56, 0, 0, 0, 4, 12, 72
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\modulepermissions\hasPermission.js", "JavaScript", 0, 0, 9, 0, 0, 0, 1, 6, 16
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\security\setups\config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\utilities\BottomContainer.js", "JavaScript", 0, 0, 54, 0, 0, 0, 0, 3, 57
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\utilities\ButtonComponent.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 3, 19
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\utilities\DisplayCard.js", "JavaScript", 0, 0, 22, 0, 0, 0, 0, 5, 27
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\utilities\DocumentationContainer.js", "JavaScript", 0, 0, 71, 0, 0, 0, 3, 11, 85
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\utilities\DocumentationContainerBKP.js", "JavaScript", 0, 0, 73, 0, 0, 0, 3, 11, 87
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\utilities\Logs\logger.js", "JavaScript", 0, 0, 10, 0, 0, 0, 4, 7, 21
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\utilities\RotatingImage.js", "JavaScript", 0, 0, 30, 0, 0, 0, 0, 7, 37
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\utilities\ViewEmailsPage.js", "JavaScript", 0, 0, 58, 0, 0, 0, 0, 8, 66
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\utilities\button\behaviorOptions.js", "JavaScript", 0, 0, 9, 0, 0, 0, 2, 4, 15
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\utilities\button\useButtonBehavior.js", "JavaScript", 0, 0, 15, 0, 0, 0, 1, 4, 20
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\utilities\css\appcss.css", "CSS", 0, 0, 0, 0, 472, 0, 14, 104, 590
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\modules\utilities\css\doccss.css", "CSS", 0, 0, 0, 0, 65, 0, 2, 17, 84
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\reportWebVitals.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 2, 14
"c:\Users\scy9211\OneDrive - Telia Company\Work Files\share\Work related\Copilot\Projects\Package ERP1\frontend-rjs\src\setupTests.js", "JavaScript", 0, 0, 1, 0, 0, 0, 4, 1, 6
"Total", "-", 21112, 38, 22506, 1, 582, 20, 782, 3012, 48053
